tt_id,rl_id,movie_name,month,year,budget,runtime,genres,mpaa,screens,opening_week,domestic_box_office
tt0244316,rl2725938689,Yi Yi,10,2000,None,173,Drama Romance,None,15,None,1136776
tt0163639,rl1599440385,Galapagos,10,1999,None,39,Documentary Short,None,14,None,18630372
tt0181875,rl256083457,Almost Famous,9,2000,60000000,122,Adventure Comedy Drama Music,R,2262,2314646,32534850
tt0230030,rl2118419969,Bedazzled,10,2000,48000000,93,Comedy Fantasy,PG-13,2571,13106526,37886980
tt0237994,rl172066305,February 15 1839,1,2001,None,120,Drama History,None,36,45610,43595
tt0058182,rl1482065409,A Hard Day's Night,12,2000,None,87,Comedy Musical,G,63,50445,965351
tt0157122,rl2538636801,Faithless,1,2001,None,154,Drama Romance,R,24,29462,739055
tt0216216,rl3493955073,The 6th Day,11,2000,82000000,123,Action Mystery Sci-Fi Thriller,PG-13,2516,13020883,34604280
tt0186566,rl3782247937,Space Cowboys,8,2000,65000000,130,Action Adventure Thriller,PG-13,2835,18093776,90464773
tt0146984,rl459179521,The Legend of Bagger Vance,11,2000,80000000,126,Drama Fantasy Sport,PG-13,2162,11516712,30919168
tt0162903,rl2538112513,Catfish in Black Bean Sauce,6,2000,None,119,Comedy Drama,PG-13,20,None,1319592
tt0199753,rl1533904385,Red Planet,11,2000,80000000,106,Action Sci-Fi Thriller,PG-13,2703,8721296,17480890
tt0262432,rl2153088513,George Washington,10,2000,None,89,Drama,None,6,None,247406
tt0194218,rl3043591681,Panic,12,2000,1000000,88,Comedy Crime Drama,R,11,18006,779137
tt0193925,rl3142616577,Extreme,4,1999,None,40,Documentary Short,None,21,None,12475172
tt0172495,rl2136245761,Gladiator,5,2000,103000000,155,Action Adventure Drama,R,3188,34819017,187705427
tt0257953,rl3362227713,NSync: Bigger Than Live,2,2001,None,48,Documentary Music,None,20,None,1808679
tt0185014,rl796558849,Wonder Boys,2,2000,55000000,107,Comedy Drama,R,1509,5808919,19393557
tt0186894,rl2655421953,Bounce,11,2000,35000000,106,Drama Romance,PG-13,2028,11423716,36805288
tt0161081,rl4084762113,What Lies Beneath,7,2000,100000000,130,Drama Horror Mystery Thriller,PG-13,2925,29702959,155464351
tt0178642,rl2086307329,The Invisible Circus,2,2001,None,93,Drama,R,105,55388,77578
tt0120753,rl2489484801,The Million Dollar Hotel,2,2001,None,122,Drama Mystery Thriller,R,10,29483,59989
tt0250478,rl610764289,Nico and Dani,2,2001,None,91,Comedy Drama Romance,R,8,16942,370562
tt0271604,rl3629942273,Kuch Khatti Kuch Meethi,1,2001,None,120,Comedy Drama Romance,None,23,57188,57188
tt0208874,rl3410658817,The Contender,10,2000,20000000,126,Drama Thriller,R,1639,5363900,17872723
tt0213446,rl1480820225,The Amati Girls,1,2001,None,91,Drama,PG,97,33902,49136
tt0145921,rl2119271937,Mysteries of Egypt,8,1998,None,38,Documentary Drama Family Short,None,27,None,40593486
tt0271748,rl3647636993,Raju Chacha,12,2000,None,163,Action Comedy Drama Family,None,35,123989,194698
tt0258761,rl2573174273,Last Resort,2,2001,None,73,Drama Romance,None,14,37283,37283
tt0220627,rl2908784129,Maelstrom,9,2000,None,87,Drama,R,9,None,254380
tt0259072,rl2353956353,A Time for Drunken Horses,10,2000,None,80,Drama War,None,21,42188,587654
tt0162024,rl1500939777,Two Ninas,1,2001,None,88,Comedy Romance,R,6,10976,14725
tt0218182,rl324044289,An Everlasting Piece,12,2000,14000000,103,Comedy,R,8,9128,75228
tt0277185,rl979863041,New York in the 50's,2,2001,None,72,Documentary,None,1,4552,11882
tt0211286,rl3294397953,The Log,9,2000,None,106,Comedy Drama,None,4,None,238754
tt0255305,rl660375041,Khiladi 420,12,2000,None,157,Action Romance Thriller,None,12,15098,26731
tt0240885,rl3513746945,Scottsboro: An American Tragedy,1,2001,None,84,Documentary History,None,1,2991,6123
tt0230783,rl1718715905,Signs & Wonders,2,2001,None,105,Drama,None,2,2793,33842
tt0199727,rl291538433,Love Honor and Obey,2,2001,None,103,Comedy Crime,R,1,1143,1400
tt0268380,rl3277358593,Ice Age,3,2002,59000000,81,Adventure Animation Comedy Family,PG,3345,46312454,176387405
tt0258000,rl3077146113,Panic Room,3,2002,48000000,112,Crime Drama Thriller,R,3119,30056751,96397334
tt0187738,rl2152171009,Blade II,3,2002,54000000,117,Action Horror Sci-Fi Thriller,R,2707,32528016,82348319
tt0277434,rl2339931649,We Were Soldiers,3,2002,75000000,138,Action Drama History War,R,3143,20212543,78122718
tt0277296,rl3731850753,The Scorpion King,4,2002,60000000,92,Action Adventure Fantasy,PG-13,3466,36075875,91047077
tt0265662,rl2204927489,The Rookie,3,2002,22000000,127,Drama Family Sport,None,2543,16021684,75600072
tt0268695,rl4000613889,The Time Machine,3,2002,80000000,96,Action Adventure Sci-Fi,PG-13,2958,22610437,56832494
tt0264472,rl1011582465,Changing Lanes,4,2002,45000000,98,Drama Thriller,R,2642,17128062,66818548
tt0120804,rl2372765185,Resident Evil,3,2002,33000000,100,Action Horror Sci-Fi,R,2528,17707106,40119709
tt0243736,rl2252441089,40 Days and 40 Nights,3,2002,None,96,Comedy Romance,R,2399,12229529,37950822
tt0284490,rl259098113,Showtime,3,2002,85000000,95,Action Comedy Crime,PG-13,2917,15011430,38082712
tt0257756,rl1398375937,High Crimes,4,2002,42000000,115,Crime Drama Mystery Thriller,PG-13,2747,14005550,41543917
tt0268978,rl21399041,A Beautiful Mind,12,2001,58000000,135,Biography Drama Mystery,PG-13,2250,367151,170742341
tt0083866,rl1011910145,E.T. the Extra-Terrestrial,3,2002,10500000,115,Adventure Family Sci-Fi,PG,3007,14223110,35306015
tt0157472,rl457868801,Clockstoppers,3,2002,26000000,94,Action Adventure Comedy Sci-Fi Thriller,PG,2563,10108333,36989956
tt0251160,rl1683850753,John Q,2,2002,36000000,116,Crime Drama Thriller,PG-13,2505,20275194,71756802
tt0278295,rl809731585,All About the Benjamins,3,2002,15000000,95,Action Comedy Crime Thriller,R,1519,10007291,25916319
tt0120737,rl4200695297,The Lord of the Rings: The Fellowship of the Ring,12,2001,93000000,178,Action Adventure Drama Fantasy,PG-13,3381,47211490,313364114
tt0253867,rl712345089,The Sweetest Thing,4,2002,43000000,84,Comedy Romance,R,2670,9430667,24718164
tt0264935,rl3278210561,Murder by Numbers,4,2002,50000000,115,Crime Mystery Thriller,R,2663,9307394,31945749
tt0283111,rl75073025,National Lampoon's Van Wilder,4,2002,5000000,92,Comedy Romance,R,2104,7302913,21305259
tt0280030,rl4134372865,Return to Never Land,2,2002,20000000,72,Adventure Animation Family Fantasy,G,2626,11889631,48430258
tt0285742,rl90539521,Monster's Ball,12,2001,4000000,111,Drama Romance,R,714,110552,31273922
tt0259288,rl1464763905,Dragonfly,2,2002,60000000,104,Drama Fantasy Mystery Romance Thriller,PG-13,2507,10216025,30323400
tt0265298,rl273122817,Big Fat Liar,2,2002,15000000,88,Adventure Comedy Family,PG,2534,11554015,48360547
tt0238546,rl3161097729,Queen of the Damned,2,2002,35000000,101,Drama Fantasy Horror,R,2511,14757535,30336800
tt0280707,rl995591681,Gosford Park,12,2001,19800000,137,Comedy Drama Mystery,R,918,241219,41308615
tt0264616,rl2287109633,Frailty,4,2002,11000000,100,Crime Drama Thriller,R,1497,4208655,13110448
tt0275022,rl2722989569,Crossroads,2,2002,12000000,93,Comedy Drama Romance,PG-13,2713,14527187,37191304
tt0279781,rl2339407361,Sorority Boys,3,2002,12000000,93,Comedy,R,1801,4127903,10200032
tt0247425,rl593135105,In the Bedroom,11,2001,1700000,131,Crime Drama,R,1103,93972,35930604
tt0266452,rl4148987393,Death to Smoochy,3,2002,50000000,109,Comedy Crime Drama Thriller,R,2164,4266463,8364691
tt0265343,rl73762305,Monsoon Wedding,2,2002,None,114,Comedy Drama Romance,R,254,68546,13885966
tt0245844,rl2823456257,The Count of Monte Cristo,1,2002,35000000,131,Action Adventure Drama Thriller,PG-13,2211,11376150,54234062
tt0211443,rl3747251713,Jason X,4,2002,11000000,92,Action Horror Sci-Fi Thriller,R,1879,6649006,13121555
tt0282687,rl2455668225,Life or Something Like It,4,2002,40000000,103,Comedy Romance,PG-13,2609,6219234,14448589
tt0245574,rl3816457729,And Your Mother Too,3,2002,None,106,Drama,R,286,408091,13839658
tt0281373,rl91260417,Snow Dogs,1,2002,33000000,99,Adventure Comedy Family Sport,PG,2454,17814259,81172560
tt0246464,rl1766295041,Big Trouble,4,2002,40000000,85,Comedy Crime Thriller,PG-13,1961,3545204,7267307
tt0277027,rl3445130753,I Am Sam,12,2001,None,132,Drama,PG-13,1450,41779,40311852
tt0265086,rl3678897665,Black Hawk Down,12,2001,92000000,144,Action Drama History War,R,3143,179823,108638745
tt0101414,rl21267969,Beauty and the Beast,1,2002,25000000,84,Animation Family Fantasy Musical Romance,None,68,2589334,25487190
tt0264761,rl2572977665,Kissing Jessica Stein,3,2002,1000000,97,Comedy Drama Romance,R,319,346999,7025722
tt0211915,rl1430488577,Amélie,11,2001,10000000,122,Comedy Romance,R,303,136470,33225499
tt0247745,rl3933373953,Super Troopers,2,2002,3000000,100,Comedy Crime Mystery,R,1805,6203906,18492362
tt0280778,rl1801094657,Iris,12,2001,None,91,Biography Drama Romance,None,220,23144,5594617
tt0233469,rl1347061249,Collateral Damage,2,2002,85000000,108,Action Drama Thriller,R,2824,15058432,40077257
tt0280105,rl2557380097,Shackleton's Antarctic Adventure,2,2001,None,40,Documentary Short,None,26,132548,15553324
tt0281358,rl457541121,A Walk to Remember,1,2002,11800000,101,Drama Romance,PG,2420,12177488,41281092
tt0251114,rl3159787009,Hart's War,2,2002,70000000,125,Drama War,R,2459,7771753,19077641
tt0241527,rl1416332801,Harry Potter and the Sorcerer's Stone,11,2001,125000000,152,Adventure Family Fantasy,PG,3672,90294621,317575550
tt0243862,rl3176826369,Italian for Beginners,1,2002,1000000,112,Comedy Drama Romance,R,99,66047,4544753
tt0250371,rl644449793,The Other Side of Heaven,12,2001,None,113,Adventure Biography Drama,PG,306,55765,4720371
tt0265666,rl3865871873,The Royal Tenenbaums,12,2001,21000000,110,Comedy Drama,R,999,276981,52364010
tt0263734,rl241337857,Men with Brooms,3,2002,None,102,Comedy Drama Romance Sport,R,207,656619,4245870
tt0253200,rl2724169217,Last Orders,2,2002,None,109,Drama,R,60,111676,2329631
tt0259446,rl342132225,My Big Fat Greek Wedding,4,2002,5000000,95,Comedy Drama Romance,PG,2016,597362,241438208
tt0216799,rl1096189441,Harrison's Flowers,3,2002,None,130,Drama Romance War,R,398,867635,1871025
tt0240772,rl409372161,Ocean's Eleven,12,2001,85000000,116,Crime Thriller,PG-13,3075,38107822,183417150
tt0290296,rl3866134017,Space Station 3D,4,2002,None,47,Documentary,None,64,489488,93383953
tt0259393,rl1969194497,Lantana,12,2001,None,121,Drama Mystery Romance,R,108,66701,4623189
tt0265349,rl2825225729,The Mothman Prophecies,1,2002,32000000,119,Drama Horror Mystery Thriller,PG-13,2331,11208851,35746370
tt0259711,rl209290753,Vanilla Sky,12,2001,68000000,136,Fantasy Mystery Romance Sci-Fi Thriller,R,2842,25015518,100618344
tt0246894,rl2926347777,Rollerball,2,2002,70000000,98,Action Sci-Fi Sport,PG-13,2762,9013548,18990798
tt0268397,rl173901313,Jimmy Neutron: Boy Genius,12,2001,30000000,82,Action Adventure Animation Comedy Family Sci-Fi,None,3151,13832786,80936232
tt0266391,rl2169013761,The Cat's Meow,4,2002,None,114,Crime Drama Romance,PG-13,153,111037,3209481
tt0240468,rl3596387841,Kung Pow: Enter the Fist,1,2002,10000000,81,Action Comedy,PG-13,2478,7017474,16037962
tt0198781,rl2070251009,Monsters Inc.,11,2001,115000000,92,Adventure Animation Comedy Family Fantasy,G,3649,62577067,255873250
tt0273923,rl3429271041,Orange County,1,2002,None,82,Comedy Drama,PG-13,2317,15053226,41076018
tt0163862,rl2423752193,T-Rex: Back to the Cretaceous,10,1998,None,45,Adventure Family Fantasy,None,38,None,53354743
tt0219822,rl2388166145,Human Nature,4,2002,None,96,Comedy Drama,R,224,297340,705308
tt0237534,rl3091826177,Brotherhood of the Wolf,1,2002,29000000,142,Action Adventure Drama Horror Thriller,R,405,475181,11260096
tt0208990,rl2440070657,The Son's Room,1,2002,None,99,Drama,R,21,4887,1016340
tt0303010,rl2775549441,Savage Messiah,4,2002,None,94,Drama Thriller,R,58,None,1015671
tt0245407,rl2437776897,Crush,4,2002,6000000,108,Comedy Drama Romance,R,117,46469,1084935
tt0157583,rl3763439105,Enigma,4,2002,None,119,Drama Mystery Romance Thriller War,R,115,156587,4301582
tt0301893,rl2440267265,State Property,1,2002,None,88,Action Crime Drama,R,75,452028,2106838
tt0306069,rl2557576705,The Singles Ward,2,2002,None,102,Comedy Drama Romance,PG,29,43149,1250798
tt0283509,rl2875688449,No Man's Land,12,2001,None,98,Comedy Drama War,R,38,22645,1012153
tt0086879,rl1615037953,Amadeus,4,2002,None,160,Biography Drama Music,R,18,86764,408749
tt0166924,rl3680863745,Mulholland Drive,10,2001,None,147,Drama Mystery Thriller,R,247,587591,7220243
tt0254686,rl3077080577,The Piano Teacher,3,2002,None,131,Drama Music,R,19,29671,1012069
tt0292542,rl3077604865,Son of the Bride,3,2002,None,123,Comedy Drama,R,18,34231,624757
tt0293416,rl1717732865,Metropolis,1,2002,None,108,Adventure Animation Drama Sci-Fi,PG-13,16,84660,722932
tt0159273,rl1380222465,Behind Enemy Lines,11,2001,40000000,106,Action Drama Thriller War,PG-13,2844,18736133,58856790
tt0143861,rl3564078593,Scratch,2,2002,None,92,Documentary Music,R,7,None,289885
tt0265713,rl3748627969,Scotland Pa.,2,2002,None,104,Comedy Crime,R,25,43366,384098
tt0077838,rl2187298305,The Last Waltz,4,2002,None,117,Biography Documentary Music,None,15,16151,322313
tt0235737,rl1718584833,The Salton Sea,4,2002,None,103,Crime Drama Mystery Thriller,R,30,166309,764554
tt0250081,rl460490241,Storytelling,1,2002,None,87,Comedy Drama Romance,R,40,73688,921445
tt0283431,rl3529344513,Kandahar,12,2001,None,85,Drama,None,29,22866,1418314
tt0264578,rl4048651777,The Endurance,10,2001,None,97,Documentary History,G,40,18931,2453083
tt0256380,rl2238612993,Shallow Hal,11,2001,40000000,114,Comedy Drama Fantasy Romance,PG-13,2799,22518295,70839203
tt0253840,rl4034364929,The Triumph of Love,4,2002,None,112,Comedy Romance,PG-13,51,60507,447267
tt0247586,rl1499956737,Nine Queens,4,2002,None,114,Crime Drama Thriller,R,36,40724,1222889
tt0273607,rl1800635905,Festival in Cannes,3,2002,None,100,Comedy,PG-13,32,41006,299171
tt0120824,rl963741185,The Shipping News,12,2001,38000000,111,Drama,R,434,1205174,11434216
tt0279065,rl4101277185,Time Out,3,2002,None,134,Drama,PG-13,22,None,448542
tt0276860,rl2857076225,Chop Suey,10,2001,None,98,Biography Documentary,None,5,10472,179914
tt0203009,rl2942666241,Moulin Rouge!,5,2001,50000000,127,Drama Musical Romance,PG-13,2283,167540,57386607
tt0275309,rl3310323201,Dogtown and Z-Boys,4,2002,None,91,Documentary Sport,PG-13,70,103355,1300682
tt0265087,rl2571601409,Black Knight,11,2001,50000000,95,Adventure Comedy Fantasy,PG-13,2571,11102948,33426971
tt0286162,rl829588993,Stolen Summer,3,2002,1800000,91,Drama,PG,13,61613,134736
tt0163745,rl3763111425,The Debut,3,2001,None,94,Comedy Drama,R,5,None,1745778
tt0278102,rl2608301569,Trembling Before G-d,10,2001,None,94,Documentary,None,8,21410,788896
tt0268995,rl2254472705,The Majestic,12,2001,72000000,152,Drama Romance,PG,2361,4904339,27807266
tt0279889,rl1918731777,Joe Somebody,12,2001,38000000,98,Comedy Drama,PG,2517,3553725,22771646
tt0221838,rl2739308033,Borstal Boy,3,2002,None,91,Drama Romance,None,2,11164,87400
tt0256259,rl979928577,Pauline and Paulette,3,2002,None,78,Comedy Drama,PG,12,13527,139789
tt0160905,rl225674753,Spooky House,4,2002,None,106,Comedy Family,PG,28,22677,65238
tt0248190,rl2171045377,No Such Thing,3,2002,None,102,Comedy Drama Fantasy,R,9,25324,62703
tt0218107,rl4132144641,Circuit,4,2002,None,130,Drama Romance,R,7,34751,235087
tt0216578,rl979666433,Murderous Maids,4,2002,None,94,Biography Crime Drama,None,5,19992,225390
tt0257953,rl3362227713,NSync: Bigger Than Live,2,2001,None,48,Documentary Music,None,20,None,1808679
tt0262911,rl108692993,World Traveler,4,2002,2000000,103,Drama,R,19,16072,103863
tt0191074,rl3563357697,New Best Friend,4,2002,None,91,Drama Mystery Thriller,R,100,28658,46375
tt0261066,rl2506655233,Piñero,12,2001,None,103,Biography Drama,R,21,21750,275171
tt0188128,rl1484359169,Very Annie Mary,3,2002,None,104,Comedy Musical,None,6,10867,46352
tt0207524,rl2572715521,How to Kill Your Neighbor's Dog,2,2002,None,107,Comedy Drama,R,6,18956,49894
tt0226935,rl1883997697,Chelsea Walls,4,2002,None,109,Drama,R,6,10003,60902
tt0264355,rl1380156929,American Chai,4,2002,None,92,Comedy Drama,R,5,23230,127518
tt0287645,rl3899295233,Rain,4,2002,None,92,Drama Romance,None,17,15222,455164
tt0217019,rl258967041,Sade,4,2002,None,100,Biography Drama History,None,2,16782,100544
tt0233841,rl2185594369,Baran,12,2001,None,94,Drama Romance,PG,9,21702,125900
tt0120467,rl2339997185,Vulgar,4,2002,None,87,Crime Drama Thriller,R,2,9377,15927
tt0250617,rl409437697,Night at the Golden Eagle,4,2002,None,87,Drama,R,3,7380,17643
tt0076042,rl3959457281,A Grin Without A Cat,5,2002,None,240,Documentary,None,1,8449,43616
tt0246134,rl2053146113,Lucky Break,4,2002,None,107,Comedy Crime Romance,PG-13,13,7495,54606
tt0183056,rl978355713,Esther Kahn,3,2002,None,157,Drama Romance,None,3,5124,23371
tt0239507,rl190088705,Girls Can't Swim,4,2002,None,102,Comedy Drama,None,2,5238,69250
tt0255312,rl1952417281,Lansdown,4,2002,None,80,Comedy Thriller,None,1,4323,12614
tt0090798,rl1682474497,Caravaggio,4,2002,None,93,Biography Drama History Romance,None,1,532,3774
tt0229002,rl1465353729,Green Dragon,5,2002,None,115,Drama,PG-13,8,16007,281803
tt0274868,rl1433437697,Some Body,4,2002,None,77,Drama,None,1,2042,2042
tt0145487,rl678659585,Spider-Man,5,2002,139000000,121,Action Adventure Sci-Fi,PG-13,3876,114844116,403706375
tt0121765,rl2809366017,Star Wars: Episode II - Attack of the Clones,5,2002,115000000,142,Action Adventure Fantasy Sci-Fi,PG,3161,80027814,302191252
tt0295178,rl944080385,Austin Powers in Goldmember,7,2002,63000000,94,Action Adventure Comedy Crime,PG-13,3613,73071188,213307889
tt0286106,rl1685161473,Signs,8,2002,72000000,106,Drama Mystery Sci-Fi Thriller,PG-13,3453,60117080,227966634
tt0120912,rl1281525249,Men in Black II,7,2002,140000000,88,Action Adventure Comedy Mystery Sci-Fi,PG-13,3641,52148751,190418803
tt0267913,rl3631187457,Scooby-Doo,6,2002,84000000,89,Adventure Comedy Family Fantasy Mystery,PG,3447,54155312,153294164
tt0275847,rl3898508801,Lilo & Stitch,6,2002,80000000,85,Adventure Animation Comedy Drama Family Fantasy Sci-Fi,PG,3222,35260212,145794338
tt0181689,rl4200760833,Minority Report,6,2002,102000000,145,Action Crime Mystery Sci-Fi Thriller,PG-13,3001,35677125,132072926
tt0280590,rl2540013057,Mr. Deeds,6,2002,50000000,96,Comedy Romance,PG-13,3239,37162787,126293452
tt0295701,rl1450870273,xXx,8,2002,70000000,124,Action Adventure Thriller,PG-13,3536,44506103,142109382
tt0164184,rl2675082753,The Sum of All Fears,5,2002,68000000,124,Action Drama Thriller War,PG-13,3230,31178526,118907036
tt0258463,rl2286323201,The Bourne Identity,6,2002,60000000,119,Action Mystery Thriller,PG-13,2663,27118640,121661683
tt0257044,rl1668056577,Road to Perdition,7,2002,80000000,117,Crime Drama Thriller,R,2332,22079481,104454762
tt0259446,rl342132225,My Big Fat Greek Wedding,4,2002,5000000,95,Comedy Drama Romance,PG,2016,597362,241438208
tt0166813,rl410224129,Spirit: Stallion of the Cimarron,5,2002,80000000,83,Adventure Animation Drama Family Western,G,3362,17770036,73280117
tt0287717,rl1920173569,Spy Kids 2: Island of Lost Dreams,8,2002,38000000,100,Action Adventure Comedy Family Sci-Fi,PG,3307,16711716,85846429
tt0279778,rl3847194113,Divine Secrets of the Ya-Ya Sisterhood,6,2002,27000000,116,Drama,PG-13,2792,16167412,69599016
tt0278504,rl3294332417,Insomnia,5,2002,46000000,118,Drama Mystery Thriller,R,2610,20930169,67355513
tt0243585,rl1416791553,Stuart Little 2,7,2002,120000000,77,Adventure Comedy Family Fantasy,PG,3282,15115152,64956806
tt0250797,rl4269180417,Unfaithful,5,2002,50000000,124,Drama Romance Thriller,R,2625,14065277,52775765
tt0308506,rl2220787201,Like Mike,7,2002,30000000,99,Comedy Family Fantasy Sport,PG,2436,12179420,51432760
tt0253556,rl3211625985,Reign of Fire,7,2002,60000000,101,Action Adventure Fantasy Thriller,PG-13,2629,15632281,43061982
tt0276751,rl658540033,About a Boy,5,2002,30000000,101,Comedy Drama Romance,PG-13,1756,8557630,41385278
tt0245562,rl2608563713,Windtalkers,6,2002,115000000,134,Action Drama War,R,2898,14520412,40914068
tt0278435,rl3813770753,Enough,5,2002,38000000,115,Crime Drama Thriller,PG-13,2623,14009653,40007742
tt0279493,rl2792785409,Undercover Brother,5,2002,None,86,Action Comedy,PG-13,2169,12037685,39089928
tt0295427,rl2472773121,The Master of Disguise,8,2002,16000000,80,Adventure Comedy Family Fantasy,PG,2568,12554650,40388794
tt0300532,rl591824385,Blue Crush,8,2002,25000000,104,Drama Romance Sport,PG-13,3015,14169455,40390647
tt0267626,rl4133324289,K-19: The Widowmaker,7,2002,100000000,138,Drama History Thriller War,PG-13,2830,12778459,35168966
tt0220506,rl1045857793,Halloween: Resurrection,7,2002,13000000,90,Horror Thriller,R,2094,12292121,30354442
tt0241760,rl3596912129,The New Guy,5,2002,13000000,88,Comedy,PG-13,2687,9007833,29760152
tt0280486,rl1514505729,Bad Company,6,2002,70000000,116,Action Comedy Thriller,PG-13,2944,11007367,30160161
tt0305396,rl3125642753,The Crocodile Hunter: Collision Course,7,2002,12000000,90,Action Adventure Comedy Family,PG,2535,9537123,28442574
tt0277296,rl3731850753,The Scorpion King,4,2002,60000000,92,Action Adventure Fantasy,PG-13,3466,36075875,91047077
tt0309377,rl809928193,Blood Work,8,2002,50000000,110,Action Crime Drama Mystery Thriller,R,2525,7312413,26235081
tt0290296,rl3866134017,Space Station 3D,4,2002,None,47,Documentary,None,64,489488,93383953
tt0264472,rl1011582465,Changing Lanes,4,2002,45000000,98,Drama Thriller,R,2642,17128062,66818548
tt0327036,rl745506305,Martin Lawrence Live: Runteldat,8,2002,3000000,113,Comedy Documentary,R,774,7374049,19184820
tt0271367,rl1934722561,Eight Legged Freaks,7,2002,30000000,99,Action Adventure Comedy Horror Sci-Fi Thriller,PG-13,2530,6485458,17322606
tt0276033,rl156075521,The Country Bears,7,2002,35000000,88,Comedy Family Music Musical,None,2553,5309675,16990825
tt0156841,rl1063749121,The Next Best Thing,3,2000,25000000,108,Comedy Drama Romance,PG-13,2035,5870387,14990582
tt0265662,rl2204927489,The Rookie,3,2002,22000000,127,Drama Family Sport,None,2543,16021684,75600072
tt0314166,rl1834583553,Hey Arnold! The Movie,6,2002,3000000,76,Adventure Animation Comedy Drama Family Thriller,PG,2534,5706332,13728902
tt0247444,rl4116547073,Juwanna Mann,6,2002,None,91,Comedy Drama Romance Sport,PG-13,1325,5474270,13670733
tt0261289,rl1466861057,Serving Sara,8,2002,29000000,102,Comedy Romance,PG-13,2174,5758236,16930185
tt0264935,rl3278210561,Murder by Numbers,4,2002,50000000,115,Crime Mystery Thriller,R,2663,9307394,31945749
tt0289408,rl1164674561,The Powerpuff Girls Movie,7,2002,11000000,73,Action Adventure Animation Comedy Family Sci-Fi,PG,2340,3583114,11412414
tt0233508,rl3779954177,CyberWorld,10,2000,None,44,Animation Short,None,38,278199,11253900
tt0268380,rl3277358593,Ice Age,3,2002,59000000,81,Adventure Animation Comedy Family,PG,3345,46312454,176387405
tt0281322,rl2222360065,Undisputed,8,2002,20000000,96,Action Crime Drama Sport,R,1117,4548750,12764657
tt0258153,rl1148290561,S1m0ne,8,2002,None,117,Comedy Drama Sci-Fi,PG-13,1920,3813463,9688676
tt0278500,rl1113294337,The Importance of Being Earnest,5,2002,None,97,Comedy Drama Romance,PG,216,500447,8384929
tt0279113,rl3797190145,The Good Girl,8,2002,8000000,93,Drama Romance,R,688,151642,14018296
tt0258000,rl3077146113,Panic Room,3,2002,48000000,112,Crime Drama Thriller,R,3119,30056751,96397334
tt0295254,rl240354817,Feardotcom,8,2002,40000000,101,Crime Horror Thriller,R,2550,5710128,13258249
tt0282687,rl2455668225,Life or Something Like It,4,2002,40000000,103,Comedy Romance,PG-13,2609,6219234,14448589
tt0256276,rl1718322689,Possession,8,2002,None,102,Drama Mystery Romance,PG-13,619,1575214,10113733
tt0245574,rl3816457729,And Your Mother Too,3,2002,None,106,Drama,R,286,408091,13839658
tt0231448,rl1783596545,Deuces Wild,5,2002,None,96,Action Drama,R,1480,2704682,6080065
tt0257756,rl1398375937,High Crimes,4,2002,42000000,115,Crime Drama Mystery Thriller,PG-13,2747,14005550,41543917
tt0265343,rl73762305,Monsoon Wedding,2,2002,None,114,Comedy Drama Romance,R,254,68546,13885966
tt0211443,rl3747251713,Jason X,4,2002,11000000,92,Action Horror Sci-Fi Thriller,R,1879,6649006,13121555
tt0120737,rl4200695297,The Lord of the Rings: The Fellowship of the Ring,12,2001,93000000,178,Action Adventure Drama Fantasy,PG-13,3381,47211490,313364114
tt0278823,rl3948512769,Hollywood Ending,5,2002,None,112,Comedy Romance,PG-13,772,2017981,4850753
tt0180052,rl745244161,The Adventures of Pluto Nash,8,2002,100000000,95,Action Comedy Sci-Fi,PG-13,2320,2182900,4420080
tt0297445,rl961578497,Ultimate X: The Movie,5,2002,None,47,Documentary Sport,PG,48,613670,4197492
tt0265459,rl3060172289,One Hour Photo,8,2002,12000000,96,Drama Thriller,R,1332,321515,31597131
tt0258273,rl341870081,Lovely & Amazing,6,2002,None,91,Comedy Drama Romance,R,175,91910,4222923
tt0157583,rl3763439105,Enigma,4,2002,None,119,Drama Mystery Romance Thriller War,R,115,156587,4301582
tt0268690,rl474056193,13 Conversations About One Thing,5,2002,None,104,Drama,R,68,89499,3288164
tt0286179,rl2171766273,Sunshine State,6,2002,None,141,Drama Romance,PG-13,79,93072,3065921
tt0198781,rl2070251009,Monsters Inc.,11,2001,115000000,92,Adventure Animation Comedy Family Fantasy,G,3649,62577067,255873250
tt0253867,rl712345089,The Sweetest Thing,4,2002,43000000,84,Comedy Romance,R,2670,9430667,24718164
tt0285441,rl3762456065,Atanarjuat: The Fast Runner,4,2002,None,172,Drama,R,57,None,3789952
tt0187738,rl2152171009,Blade II,3,2002,54000000,117,Action Horror Sci-Fi Thriller,R,2707,32528016,82348319
tt0290212,rl257263105,Full Frontal,8,2002,2000000,101,Comedy Romance,R,214,739834,2512846
tt0280105,rl2557380097,Shackleton's Antarctic Adventure,2,2001,None,40,Documentary Short,None,26,132548,15553324
tt0264616,rl2287109633,Frailty,4,2002,11000000,100,Crime Drama Thriller,R,1497,4208655,13110448
tt0271219,rl2138408449,Tadpole,7,2002,None,78,Comedy Drama Romance,PG-13,180,80682,2891288
tt0266391,rl2169013761,The Cat's Meow,4,2002,None,114,Crime Drama Romance,PG-13,153,111037,3209481
tt0193925,rl3142616577,Extreme,4,1999,None,40,Documentary Short,None,21,None,12475172
tt0157472,rl457868801,Clockstoppers,3,2002,26000000,94,Action Adventure Comedy Sci-Fi Thriller,PG,2563,10108333,36989956
